Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Date,Time,mental_health_friendly_score
30,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,2014-08-27,14:18:20,1
60,Male,United States,No,No,No,,6,No,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:18:41,1
33,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:18:44,1
37,Male,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-27,14:19:08,1
23,Female,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,14:19:12,1
31,Female,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,14:20:08,1
26,Male,United States,No,No,No,Rarely,4,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,14:20:43,1
28,Female,United States,No,Yes,Yes,Often,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,No,Yes,No,2014-08-27,14:21:37,1
37,Female,United States,No,No,Yes,Rarely,6,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,14:21:42,1
26,Male,Canada,No,Yes,Yes,Often,2,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2014-08-27,14:22:00,1
30,Non-binary/Other,United States,No,Yes,Yes,Rarely,3,No,Yes,Yes,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,14:22:36,1
26,Male,United States,No,No,No,,3,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,Yes,2014-08-27,14:22:43,0
25,Male,United States,No,No,No,,3,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,14:22:43,0
27,Male,United States,No,No,No,Sometimes,4,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,14:23:51,1
25,Male,Canada,No,No,Yes,Often,2,Yes,No,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,14:23:53,0
35,Male,United States,No,No,Yes,Rarely,4,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,14:24:15,1
36,Male,United States,Yes,No,Yes,Never,1,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,14:25:41,1
26,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,No,No,No,2014-08-27,14:25:54,1
27,Male,United States,No,Yes,No,,6,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:26:32,0
30,Male,United States,No,No,No,,2,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:27:20,0
29,Male,United States,No,No,No,,4,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:27:27,0
25,Male,United States,No,No,No,Never,6,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:27:28,1
22,Female,United States,No,Yes,Yes,Often,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,Yes,2014-08-27,14:27:51,1
29,Male,Latvia,No,No,No,,3,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:28:28,1
41,Male,United States,No,Yes,Yes,Rarely,4,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:28:41,1
29,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,No,2014-08-27,14:28:43,1
32,Male,United States,No,No,No,Never,5,No,Yes,Yes,Not sure,Don't know,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:28:49,1
24,Female,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,14:28:51,1
25,Male,United States,No,No,Yes,Rarely,2,No,Yes,Yes,No,Don't know,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,2014-08-27,14:29:19,1
25,Male,United States,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:30:33,0
30,Female,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know,No,2014-08-27,14:31:06,1
25,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,14:31:28,0
30,Male,United States,Yes,No,No,Never,1,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,14:31:44,1
33,Male,Germany,Yes,Yes,Yes,Rarely,1,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Yes,Yes,2014-08-27,14:32:22,0
24,Male,United States,No,No,No,,3,No,Yes,Yes,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,14:32:46,1
25,Male,Canada,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,2014-08-27,14:33:44,1
31,Male,United States,No,No,No,,4,No,No,Don't know,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No,2014-08-27,14:34:47,1
45,Male,Ireland,Yes,No,Yes,Often,1,No,Yes,No,No,No,No,Don't know,Very difficult,No,No,No,No,No,No,Don't know,No,2014-08-27,14:37:33,0
29,Male,Romania,No,No,No,,2,Yes,No,No,Yes,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,No,No,2014-08-27,14:37:35,1
46,Male,United States,No,No,No,Never,3,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,14:37:46,1
30,Male,United Kingdom,No,No,Yes,Sometimes,3,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,14:38:06,0
29,Female,United States,Yes,No,No,Sometimes,6,No,Yes,Yes,Not sure,Don't know,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:38:13,1
24,Male,United States,No,No,No,,6,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,14:38:26,1
29,Male,United States,No,No,No,,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,14:38:49,1
35,Male,United States,No,No,No,,3,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No,2014-08-27,14:38:54,0
33,Female,United States,No,Yes,No,Sometimes,3,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-27,14:39:07,1
27,Male,United States,No,No,No,Sometimes,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,No,No,No,No,Maybe,No,No,2014-08-27,14:39:20,0
36,Male,United States,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:41:09,0
33,Male,United Kingdom,No,No,No,Rarely,1,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-27,14:41:16,0
25,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,14:44:29,1
23,Male,United States,No,Yes,Yes,Sometimes,4,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Don't know,No,2014-08-27,14:45:12,0
54,Male,United States,No,Yes,Yes,Never,6,No,Yes,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,No,Yes,No,No,Don't know,No,2014-08-27,14:45:45,0
22,Male,United States,No,No,No,Sometimes,6,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,14:47:10,0
25,Non-binary/Other,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,14:47:28,1
29,Male,Belgium,No,No,No,Often,2,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,14:49:08,0
27,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,No,No,No,Yes,Yes,No,2014-08-27,14:49:30,1
30,Male,United Kingdom,No,No,No,Never,2,No,Yes,No,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,14:51:29,0
26,Male,United States,No,Yes,Yes,Often,6,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,14:52:44,1
25,Female,Sweden,No,Yes,No,Sometimes,2,No,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,2014-08-27,14:52:53,1
31,Male,United States,No,No,Yes,Sometimes,5,No,No,No,Yes,No,Don't know,Yes,Don't know,No,No,Some of them,No,No,No,No,No,2014-08-27,14:53:11,1
33,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:54:23,0
34,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,2014-08-27,14:54:56,1
34,Male,United States,No,No,Yes,Sometimes,4,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,14:57:46,0
29,Male,United States,Yes,No,No,,1,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,14:58:01,1
33,Female,United States,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,14:59:59,0
34,Male,Germany,Yes,Yes,Yes,Rarely,3,Yes,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-27,15:03:56,0
26,Male,United States,Yes,Yes,Yes,Rarely,4,Yes,No,No,No,No,Don't know,No,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No,2014-08-27,15:04:41,0
32,Male,United States,No,Yes,Yes,Rarely,6,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Yes,Yes,No,2014-08-27,15:05:00,1
28,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No,2014-08-27,15:09:58,0
35,Male,United States,No,Yes,No,,6,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:11:30,1
36,Male,United States,No,Yes,Yes,Often,4,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:13:33,1
21,Male,United States,No,Yes,Yes,Rarely,4,No,Yes,Yes,No,No,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,15:14:50,1
21,Male,United Kingdom,No,No,Yes,Sometimes,2,No,No,Don't know,Not sure,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No,2014-08-27,15:15:29,0
22,Female,United States,No,No,No,,6,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,2014-08-27,15:15:42,1
41,Male,United States,No,Yes,Yes,Often,6,No,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,2014-08-27,15:20:53,1
55,Male,United States,No,Yes,Yes,Rarely,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,15:21:59,1
32,Female,United States,No,No,Yes,Sometimes,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,15:22:20,1
21,Female,United States,No,Yes,Yes,Rarely,3,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know,No,2014-08-27,15:22:26,0
45,Male,United States,No,No,Yes,Never,3,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,15:22:43,1
27,Female,United States,No,No,Yes,Rarely,6,No,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,No,2014-08-27,15:22:45,1
25,Female,United States,No,Yes,Yes,Sometimes,3,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,15:22:50,0
34,Female,United States,No,Yes,Yes,Rarely,6,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,2014-08-27,15:22:52,1
26,Female,United States,No,Yes,Yes,Never,6,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No,2014-08-27,15:23:06,1
41,Male,Canada,No,No,Yes,Never,5,No,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:23:07,1
27,Male,United States,No,No,Yes,Rarely,6,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,15:23:19,1
31,Non-binary/Other,United States,No,Yes,Yes,Sometimes,3,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,2014-08-27,15:23:30,1
25,Male,Germany,No,Yes,Yes,Often,3,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No,2014-08-27,15:23:33,1
26,Male,United States,No,No,Yes,Sometimes,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,2014-08-27,15:23:51,0
27,Female,United States,No,Yes,Yes,Rarely,6,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know,No,2014-08-27,15:23:51,1
42,Male,New Zealand,No,No,No,Never,5,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-27,15:23:54,0
29,Non-binary/Other,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,2014-08-27,15:24:22,1
25,Female,United States,No,No,Yes,Sometimes,2,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,15:24:27,0
33,Female,Sweden,No,Yes,Yes,Rarely,6,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,No,2014-08-27,15:24:28,1
40,Female,United States,No,Yes,Yes,Rarely,6,No,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know,No,2014-08-27,15:24:47,1
31,Male,United States,No,No,No,Never,6,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No,2014-08-27,15:24:49,0
26,Male,Canada,No,Yes,Yes,Often,3,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,15:24:55,0
24,Female,United States,No,Yes,No,,5,No,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,2014-08-27,15:24:56,0
29,Male,United States,No,No,No,Never,6,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:25:03,1
48,Male,United Kingdom,No,No,No,,3,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,2014-08-27,15:25:09,0
35,Male,United Kingdom,No,No,No,Sometimes,2,No,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes,2014-08-27,15:25:16,0
32,Female,United States,No,No,No,Never,4,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,15:25:41,0
29,Male,Canada,No,No,Yes,Sometimes,4,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,15:25:47,1
26,Male,United States,No,Yes,Yes,Often,2,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No,2014-08-27,15:26:05,1
28,Male,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-27,15:26:37,1
23,Male,United States,No,No,No,,6,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,No,2014-08-27,15:26:40,0
35,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,15:26:57,1
29,Male,Germany,No,Yes,Yes,Sometimes,3,No,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,15:27:25,0
26,Male,United States,No,Yes,No,,2,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No,2014-08-27,15:27:31,1
33,Male,United States,No,Yes,Yes,Never,3,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No,2014-08-27,15:27:38,1
33,Male,United States,No,No,No,,6,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No,2014-08-27,15:27:39,0
22,Male,Brazil,Yes,No,No,Never,2,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know,No,2014-08-27,15:28:34,0
30,Female,Spain,No,Yes,No,,5,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,2014-08-27,15:28:50,0
33,Male,United States,No,Yes,Yes,Often,6,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,2014-08-27,15:29:03,1
31,Female,United States,No,Yes,Yes,Rarely,6,No,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-27,15:29:07,0
21,Male,United States,No,Yes,No,Never,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,15:29:23,0
31,Non-binary/Other,United Kingdom,No,Yes,Yes,Sometimes,6,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Yes,Yes,No,2014-08-27,15:30:51,0
26,Female,United States,No,No,Yes,Sometimes,4,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,15:31:10,0
30,Male,United States,No,Yes,No,Often,2,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:31:18,0
30,Non-binary/Other,Germany,No,Yes,Yes,Sometimes,4,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No,2014-08-27,15:31:20,0
23,Male,India,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No,2014-08-27,15:31:31,0
34,Male,Finland,No,No,No,Never,2,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,15:31:38,0
55,Male,United States,No,Yes,Yes,Sometimes,1,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes,2014-08-27,15:31:40,1
28,Male,Germany,No,Yes,Yes,Rarely,1,Yes,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,15:32:09,1
26,Male,Uruguay,No,No,No,,3,Yes,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Some of them,No,No,Yes,Don't know,No,2014-08-27,15:32:19,0
28,Male,New Zealand,No,Yes,Yes,Sometimes,2,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,2014-08-27,15:32:43,1
32,Male,United Kingdom,No,Yes,Yes,Sometimes,2,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:34:23,0
28,Female,United States,No,No,Yes,Rarely,6,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,2014-08-27,15:34:31,1
21,Male,United States,No,No,No,Sometimes,2,No,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2014-08-27,15:34:32,1
24,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,15:35:21,1
26,Female,United States,No,No,No,,6,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,15:35:37,1
23,Male,United States,No,No,No,,6,No,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No,2014-08-27,15:35:50,1
24,Female,United States,No,No,No,,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No,2014-08-27,15:36:13,1
28,Male,Canada,Yes,No,No,Never,4,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,15:36:41,0
24,Female,United States,No,Yes,Yes,Rarely,2,No,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No,2014-08-27,15:38:07,0
33,Male,United States,Yes,No,Yes,Often,1,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No,2014-08-27,15:38:27,1
34,Male,United States,No,No,No,Sometimes,3,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,15:38:31,0
27,Female,United States,No,No,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:38:32,0
28,Male,United States,No,No,No,Never,2,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:38:37,0
26,Male,United States,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes,2014-08-27,15:39:31,0
20,Male,Australia,No,No,No,,4,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:40:03,1
23,Female,United States,No,No,Yes,Sometimes,3,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,15:43:17,1
29,Male,United States,No,Yes,Yes,Rarely,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,15:43:27,1
26,Male,United Kingdom,No,Yes,No,Sometimes,2,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,2014-08-27,15:43:30,0
36,Male,United States,No,No,No,Rarely,6,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,2014-08-27,15:43:45,1
41,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes,2014-08-27,15:44:16,1
33,Female,United States,No,No,No,,4,Yes,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,15:44:20,1
